"","HC","coef","criterion","test","value"
"1797","HC0","x1","power","saddle_V1",0.0613315730034506
"1798","HC0","x2","power","saddle_V1",0.00707719674158937
"1799","HC0","x3","power","saddle_V1",0.492257556746416
"1800","HC0","x4","power","saddle_V1",0.286090716776188
"1801","HC0","x0","size","saddle_V1",0.996852218696957
"1802","HC0","x1","size","saddle_V1",0.923350940286913
"1803","HC0","x2","size","saddle_V1",0.494103173098545
"1804","HC0","x3","size","saddle_V1",0.525771934105705
"1805","HC0","x4","size","saddle_V1",0.928734391005139
"1806","HC0","x0","power","saddle_V1",0.824192629447843
"1807","HC0","x1","power","saddle_V1",0.847541325139922
"1808","HC0","x2","power","saddle_V1",0.143951677197435
"1809","HC0","x3","power","saddle_V1",0.45455152334638
"1810","HC0","x4","power","saddle_V1",0.928734391005139
"1811","HC0","x0","size","saddle_V1",0.514756442924717
"1812","HC0","x1","size","saddle_V1",0.652919575187538
"1813","HC0","x2","size","saddle_V1",0.376911217849459
"1814","HC0","x3","size","saddle_V1",0.704891313660145
"1815","HC0","x4","size","saddle_V1",0.236037773551959
"1816","HC0","x0","power","saddle_V1",0.367593139948194
"1817","HC0","x1","power","saddle_V1",0.89655354682242
"1818","HC0","x2","power","saddle_V1",0.0238609423516871
"1819","HC0","x3","power","saddle_V1",0.0541041722016151
"1820","HC0","x4","power","saddle_V1",0.236037773551959
"1821","HC0","x0","size","saddle_V1",0.359316701309327
"1822","HC0","x1","size","saddle_V1",0.417583467157069
"1823","HC0","x2","size","saddle_V1",0.564772432867369
"1824","HC0","x3","size","saddle_V1",0.659882054306481
"1825","HC0","x4","size","saddle_V1",0.635761469564046
"1826","HC0","x0","power","saddle_V1",0.567955600816046
"1827","HC0","x1","power","saddle_V1",0.254574475052105
"1828","HC0","x2","power","saddle_V1",0.534219465735793
"1829","HC0","x3","power","saddle_V1",0.0939440646710845
"1830","HC0","x4","power","saddle_V1",0.635761469564046
"1831","HC0","x0","size","saddle_V1",0.0580945076721883
"1832","HC0","x1","size","saddle_V1",0.0810849279332096
"1833","HC0","x2","size","saddle_V1",0.473744383865085
"1834","HC0","x3","size","saddle_V1",0.145475757829196
"1835","HC0","x4","size","saddle_V1",0.903203737179697
"1836","HC0","x0","power","saddle_V1",0.123734246512721
"1837","HC0","x1","power","saddle_V1",0.0355431128090915
"1838","HC0","x2","power","saddle_V1",0.196184930342796
"1839","HC0","x3","power","saddle_V1",0.272344899097253
"1840","HC0","x4","power","saddle_V1",0.903203737179697
"1841","HC0","x0","size","saddle_V1",0.972009040623565
"1842","HC0","x1","size","saddle_V1",0.920610971521413
"1843","HC0","x2","size","saddle_V1",0.844922368429923
"1844","HC0","x3","size","saddle_V1",0.225314831582554
"1845","HC0","x4","size","saddle_V1",0.17100501191432
"1846","HC0","x0","power","saddle_V1",0.762260950142355
"1847","HC0","x1","power","saddle_V1",0.661037521013982
"1848","HC0","x2","power","saddle_V1",0.075303044581778
"1849","HC0","x3","power","saddle_V1",0.0103202425341579
"1850","HC0","x4","power","saddle_V1",0.17100501191432
"1851","HC0","x0","size","saddle_V1",0.993095496133798
"1852","HC0","x1","size","saddle_V1",0.561479291697504
"1853","HC0","x2","size","saddle_V1",0.42443601374591
"1854","HC0","x3","size","saddle_V1",0.167188792156813
"1855","HC0","x4","size","saddle_V1",0.104675354441973
"1856","HC0","x0","power","saddle_V1",0.597775098135776
"1857","HC0","x1","power","saddle_V1",0.945652510157144
"1858","HC0","x2","power","saddle_V1",0.0140500557652432
"1859","HC0","x3","power","saddle_V1",0.0751420751060427
"1860","HC0","x4","power","saddle_V1",0.104675354441973
"1861","HC0","x0","size","saddle_V1",0.114144094417518
"1862","HC0","x1","size","saddle_V1",0.179569528971172
"1863","HC0","x2","size","saddle_V1",0.106391628847036
"1864","HC0","x3","size","saddle_V1",0.671227649843506
"1865","HC0","x4","size","saddle_V1",0.109863457345867
"1866","HC0","x0","power","saddle_V1",0.180062308931885
"1867","HC0","x1","power","saddle_V1",0.108539767120265
"1868","HC0","x2","power","saddle_V1",0.533516601793236
"1869","HC0","x3","power","saddle_V1",0.151572370078725
"1870","HC0","x4","power","saddle_V1",0.109863457345867
"1871","HC0","x0","size","saddle_V1",0.172250287205562
"1872","HC0","x1","size","saddle_V1",0.0781355702067478
"1873","HC0","x2","size","saddle_V1",0.0800586167801345
"1874","HC0","x3","size","saddle_V1",0.182993502625904
"1875","HC0","x4","size","saddle_V1",0.162346558145649
"1876","HC0","x0","power","saddle_V1",0.45121360697486
"1877","HC0","x1","power","saddle_V1",0.0214771773058518
"1878","HC0","x2","power","saddle_V1",0.717173198847832
"1879","HC0","x3","power","saddle_V1",0.000255351033911754
"1880","HC0","x4","power","saddle_V1",0.162346558145649
"1881","HC0","x0","size","saddle_V1",0.696354621491254
"1882","HC0","x1","size","saddle_V1",0.495620685168261
"1883","HC0","x2","size","saddle_V1",0.301233811554374
"1884","HC0","x3","size","saddle_V1",0.973190195438349
"1885","HC0","x4","size","saddle_V1",0.893769785011087
"1886","HC0","x0","power","saddle_V1",0.927406243344253
"1887","HC0","x1","power","saddle_V1",0.282159601361823
"1888","HC0","x2","power","saddle_V1",0.622368058169204
"1889","HC0","x3","power","saddle_V1",0.0489340312786328
"1890","HC0","x4","power","saddle_V1",0.893769785011087
"1891","HC0","x0","size","saddle_V1",0.0629730576443158
"1892","HC0","x1","size","saddle_V1",0.0218556293731366
"1893","HC0","x2","size","saddle_V1",0.656021651377194
"1894","HC0","x3","size","saddle_V1",0.715439576669002
"1895","HC0","x4","size","saddle_V1",0.120044066639304
"1896","HC0","x0","power","saddle_V1",0.0278011177794819
"1897","HC0","x1","power","saddle_V1",0.0645176534792551
"1898","HC0","x2","power","saddle_V1",0.0341351345517846
"1899","HC0","x3","power","saddle_V1",0.0777300904311837
"1900","HC0","x4","power","saddle_V1",0.120044066639304
"1901","HC0","x0","size","saddle_V1",0.955366539772372
"1902","HC0","x1","size","saddle_V1",0.931350714810251
"1903","HC0","x2","size","saddle_V1",0.622901089623299
"1904","HC0","x3","size","saddle_V1",0.0582363493589705
"1905","HC0","x4","size","saddle_V1",0.501994472796109
"1906","HC0","x0","power","saddle_V1",0.688803198343375
"1907","HC0","x1","power","saddle_V1",0.733421586883543
"1908","HC0","x2","power","saddle_V1",0.303865787932237
"1909","HC0","x3","power","saddle_V1",0.00182637337048228
"1910","HC0","x4","power","saddle_V1",0.501994472796109
"1911","HC0","x0","size","saddle_V1",0.168453338863044
"1912","HC0","x1","size","saddle_V1",0.184690323031549
"1913","HC0","x2","size","saddle_V1",0.31755402543437
"1914","HC0","x3","size","saddle_V1",0.0216790018106984
"1915","HC0","x4","size","saddle_V1",0.0582377508467394
"1916","HC0","x0","power","saddle_V1",0.0870430239119001
"1917","HC0","x1","power","saddle_V1",0.39664979884123
"1918","HC0","x2","power","saddle_V1",0.00636254800804812
"1919","HC0","x3","power","saddle_V1",0.000181469829534604
"1920","HC0","x4","power","saddle_V1",0.0582377508467394
"1921","HC0","x0","size","saddle_V1",0.954769242811387
"1922","HC0","x1","size","saddle_V1",0.98944755638516
"1923","HC0","x2","size","saddle_V1",0.780943408295267
"1924","HC0","x3","size","saddle_V1",0.729645111730117
"1925","HC0","x4","size","saddle_V1",0.804172558205195
"1926","HC0","x0","power","saddle_V1",0.755022053434783
"1927","HC0","x1","power","saddle_V1",0.662495733176178
"1928","HC0","x2","power","saddle_V1",0.0504177914446794
"1929","HC0","x3","power","saddle_V1",0.0587777328794166
"1930","HC0","x4","power","saddle_V1",0.804172558205195
"1931","HC0","x0","size","saddle_V1",0.643061808226908
"1932","HC0","x1","size","saddle_V1",0.771131344997249
"1933","HC0","x2","size","saddle_V1",0.239997153281207
"1934","HC0","x3","size","saddle_V1",0.138877776549999
"1935","HC0","x4","size","saddle_V1",0.0819203926723158
"1936","HC0","x0","power","saddle_V1",0.462326506789888
"1937","HC0","x1","power","saddle_V1",0.93254570979087
"1938","HC0","x2","power","saddle_V1",0.0229224482151386
"1939","HC0","x3","power","saddle_V1",0.155616143624696
"1940","HC0","x4","power","saddle_V1",0.0819203926723158
"1941","HC0","x0","size","saddle_V1",0.471861320312156
"1942","HC0","x1","size","saddle_V1",0.857525559500094
"1943","HC0","x2","size","saddle_V1",0.585730180838493
"1944","HC0","x3","size","saddle_V1",0.802664776126962
"1945","HC0","x4","size","saddle_V1",0.991158216900899
"1946","HC0","x0","power","saddle_V1",0.753066849604733
"1947","HC0","x1","power","saddle_V1",0.477254302173413
"1948","HC0","x2","power","saddle_V1",0.0329340500320246
"1949","HC0","x3","power","saddle_V1",0.0506123340291673
"1950","HC0","x4","power","saddle_V1",0.991158216900899
"1951","HC0","x0","size","saddle_V1",0.730654000025423
"1952","HC0","x1","size","saddle_V1",0.731555999677182
"1953","HC0","x2","size","saddle_V1",0.225010527028025
"1954","HC0","x3","size","saddle_V1",0.954661538653531
"1955","HC0","x4","size","saddle_V1",0.68292938667369
"1956","HC0","x0","power","saddle_V1",0.916927450270791
"1957","HC0","x1","power","saddle_V1",0.387723881818111
"1958","HC0","x2","power","saddle_V1",0.405045646550076
"1959","HC0","x3","power","saddle_V1",0.0706009001636651
"1960","HC0","x4","power","saddle_V1",0.68292938667369
"1961","HC0","x0","size","saddle_V1",0.719914709601423
"1962","HC0","x1","size","saddle_V1",0.718575928435389
"1963","HC0","x2","size","saddle_V1",0.615614403331248
"1964","HC0","x3","size","saddle_V1",0.228101571299479
"1965","HC0","x4","size","saddle_V1",0.392895671552546
"1966","HC0","x0","power","saddle_V1",0.410415727103994
"1967","HC0","x1","power","saddle_V1",0.831343163146936
"1968","HC0","x2","power","saddle_V1",0.0905663317550969
"1969","HC0","x3","power","saddle_V1",0.00223690446327385
"1970","HC0","x4","power","saddle_V1",0.392895671552546
"1971","HC0","x0","size","saddle_V1",0.580059207835307
"1972","HC0","x1","size","saddle_V1",0.630483741163935
"1973","HC0","x2","size","saddle_V1",0.522584848974378
"1974","HC0","x3","size","saddle_V1",0.0386096802831224
"1975","HC0","x4","size","saddle_V1",0.775703746476776
"1976","HC0","x0","power","saddle_V1",0.374689035264392
"1977","HC0","x1","power","saddle_V1",0.923261680410932
"1978","HC0","x2","power","saddle_V1",0.447160325853649
"1979","HC0","x3","power","saddle_V1",0.000130279751819277
"1980","HC0","x4","power","saddle_V1",0.775703746476776
"1981","HC0","x0","size","saddle_V1",0.647603288867568
"1982","HC0","x1","size","saddle_V1",0.681935837584165
"1983","HC0","x2","size","saddle_V1",0.162554236020605
"1984","HC0","x3","size","saddle_V1",0.894808240080275
"1985","HC0","x4","size","saddle_V1",0.304876781541913
"1986","HC0","x0","power","saddle_V1",0.426118253118277
"1987","HC0","x1","power","saddle_V1",0.992064752697349
"1988","HC0","x2","power","saddle_V1",0.00464906146738032
"1989","HC0","x3","power","saddle_V1",0.0677995250464038
"1990","HC0","x4","power","saddle_V1",0.304876781541913
"1991","HC0","x0","size","saddle_V1",0.367554018591677
"1992","HC0","x1","size","saddle_V1",0.527941965487441
"1993","HC0","x2","size","saddle_V1",0.967267445935043
"1994","HC0","x3","size","saddle_V1",0.920882364025797
"1995","HC0","x4","size","saddle_V1",0.43350672654323
"1996","HC0","x0","power","saddle_V1",0.608633080996344
"1997","HC0","x1","power","saddle_V1",0.31190915067324
"1998","HC0","x2","power","saddle_V1",0.0336041803046089
"1999","HC0","x3","power","saddle_V1",0.163322916372111
"2000","HC0","x4","power","saddle_V1",0.43350672654323
"2001","HC0","x0","size","saddle_V1",0.197172681518558
"2002","HC0","x1","size","saddle_V1",0.527277494792868
"2003","HC0","x2","size","saddle_V1",0.892427210041659
"2004","HC0","x3","size","saddle_V1",0.425353528161968
"2005","HC0","x4","size","saddle_V1",0.101905355392256
"2006","HC0","x0","power","saddle_V1",0.362897367821796
"2007","HC0","x1","power","saddle_V1",0.279322329183982
"2008","HC0","x2","power","saddle_V1",0.112310743466208
"2009","HC0","x3","power","saddle_V1",0.307243104795122
"2010","HC0","x4","power","saddle_V1",0.101905355392256
"2011","HC0","x0","size","saddle_V1",0.21408215080813
"2012","HC0","x1","size","saddle_V1",0.279247274600176
"2013","HC0","x2","size","saddle_V1",0.895859667940342
"2014","HC0","x3","size","saddle_V1",0.0375014037744369
"2015","HC0","x4","size","saddle_V1",0.421689446780924
"2016","HC0","x0","power","saddle_V1",0.441082452565625
"2017","HC0","x1","power","saddle_V1",0.130732317441939
"2018","HC0","x2","power","saddle_V1",0.130504713103008
"2019","HC0","x3","power","saddle_V1",0.870973725091777
"2020","HC0","x4","power","saddle_V1",0.421689446780924
"2021","HC0","x0","size","saddle_V1",0.138463214535152
"2022","HC0","x1","size","saddle_V1",0.103228863859811
"2023","HC0","x2","size","saddle_V1",0.0384238613174552
"2024","HC0","x3","size","saddle_V1",0.572487179404704
"2025","HC0","x4","size","saddle_V1",0.248038486295957
"2026","HC0","x0","power","saddle_V1",0.25017240092207
"2027","HC0","x1","power","saddle_V1",0.0489848693644812
"2028","HC0","x2","power","saddle_V1",0.949416017078656
"2029","HC0","x3","power","saddle_V1",0.193979649238311
"2030","HC0","x4","power","saddle_V1",0.248038486295957
"2031","HC0","x0","size","saddle_V1",0.686123035254468
"2032","HC0","x1","size","saddle_V1",0.987264173623287
"2033","HC0","x2","size","saddle_V1",0.54623395624942
"2034","HC0","x3","size","saddle_V1",0.201124885831179
"2035","HC0","x4","size","saddle_V1",0.115462124441633
"2036","HC0","x0","power","saddle_V1",0.449737456325899
"2037","HC0","x1","power","saddle_V1",0.601531195906717
"2038","HC0","x2","power","saddle_V1",0.1499500846897
"2039","HC0","x3","power","saddle_V1",0.0200452841448034
"2040","HC0","x4","power","saddle_V1",0.115462124441633
"2041","HC0","x0","size","saddle_V1",0.0604225845012527
"2042","HC0","x1","size","saddle_V1",0.0532236678895321
"2043","HC0","x2","size","saddle_V1",0.00075977445829366
"2044","HC0","x3","size","saddle_V1",0.619683069992027
"2045","HC0","x4","size","saddle_V1",0.332775796620668
"2046","HC0","x0","power","saddle_V1",0.0308851080238986
"2047","HC0","x1","power","saddle_V1",0.105911892620908
"2048","HC0","x2","power","saddle_V1",1.38760567258552e-05
"2049","HC0","x3","power","saddle_V1",0.0457965035859507
"2050","HC0","x4","power","saddle_V1",0.332775796620668
"2051","HC0","x0","size","saddle_V1",0.952879671596582
"2052","HC0","x1","size","saddle_V1",0.985396973173799
"2053","HC0","x2","size","saddle_V1",0.697550727365393
"2054","HC0","x3","size","saddle_V1",0.832581170316265
"2055","HC0","x4","size","saddle_V1",0.404067715485839
"2056","HC0","x0","power","saddle_V1",0.819016229506959
"2057","HC0","x1","power","saddle_V1",0.727251128229236
"2058","HC0","x2","power","saddle_V1",0.358992696928885
"2059","HC0","x3","power","saddle_V1",0.187525477572107
"2060","HC0","x4","power","saddle_V1",0.404067715485839
"2061","HC0","x0","size","saddle_V1",0.135826693210491
"2062","HC0","x1","size","saddle_V1",0.206705650045331
"2063","HC0","x2","size","saddle_V1",0.889269106380638
"2064","HC0","x3","size","saddle_V1",0.0517536018740424
"2065","HC0","x4","size","saddle_V1",0.395838743078736
"2066","HC0","x0","power","saddle_V1",0.284506485264865
"2067","HC0","x1","power","saddle_V1",0.0976007017601274
"2068","HC0","x2","power","saddle_V1",0.0670870977673084
"2069","HC0","x3","power","saddle_V1",0.415973157478005
"2070","HC0","x4","power","saddle_V1",0.395838743078736
"2071","HC0","x0","size","saddle_V1",0.958763830509319
"2072","HC0","x1","size","saddle_V1",0.830109921664598
"2073","HC0","x2","size","saddle_V1",0.602111953272932
"2074","HC0","x3","size","saddle_V1",0.267985412120158
"2075","HC0","x4","size","saddle_V1",0.461793473118742
"2076","HC0","x0","power","saddle_V1",0.671469240212811
"2077","HC0","x1","power","saddle_V1",0.511758967248745
"2078","HC0","x2","power","saddle_V1",0.243042107615067
"2079","HC0","x3","power","saddle_V1",0.000878737764640034
"2080","HC0","x4","power","saddle_V1",0.461793473118742
"2081","HC0","x0","size","saddle_V1",0.18564484359751
"2082","HC0","x1","size","saddle_V1",0.124593176082071
"2083","HC0","x2","size","saddle_V1",0.427430388484896
"2084","HC0","x3","size","saddle_V1",0.00683283510925085
"2085","HC0","x4","size","saddle_V1",0.455697126582301
"2086","HC0","x0","power","saddle_V1",0.317224221487059
"2087","HC0","x1","power","saddle_V1",0.054164370379445
"2088","HC0","x2","power","saddle_V1",0.412484924788192
"2089","HC0","x3","power","saddle_V1",0.899455149832297
"2090","HC0","x4","power","saddle_V1",0.455697126582301
"2091","HC0","x0","size","saddle_V1",0.774245502120369
"2092","HC0","x1","size","saddle_V1",0.99737730417264
"2093","HC0","x2","size","saddle_V1",0.568698350334943
"2094","HC0","x3","size","saddle_V1",0.713123888541632
"2095","HC0","x4","size","saddle_V1",0.779104120047859
"2096","HC0","x0","power","saddle_V1",0.580874662516406
"2097","HC0","x1","power","saddle_V1",0.700100172026769
"2098","HC0","x2","power","saddle_V1",0.468260248240306
"2099","HC0","x3","power","saddle_V1",0.182498131300503
"2100","HC0","x4","power","saddle_V1",0.779104120047859
"2101","HC0","x0","size","saddle_V1",0.187533927168178
"2102","HC0","x1","size","saddle_V1",0.161171910772116
"2103","HC0","x2","size","saddle_V1",0.0693708424912811
"2104","HC0","x3","size","saddle_V1",0.831548358372186
"2105","HC0","x4","size","saddle_V1",0.819587572804417
"2106","HC0","x0","power","saddle_V1",0.289788793742805
"2107","HC0","x1","power","saddle_V1",0.0931622415227698
"2108","HC0","x2","power","saddle_V1",0.837745294114394
"2109","HC0","x3","power","saddle_V1",0.132466494644867
