"",".n","HC","coef","criterion","saddle_V1","saddle_V2"
"7951",796,"HC0","x0","size",0.821230821838171,0.830424112528916
"7952",796,"HC0","x1","size",0.307299812247646,0.313526335473474
"7953",796,"HC0","x2","size",0.829912105679995,0.832471120803496
"7954",796,"HC0","x3","size",0.556497816858102,0.556104117049167
"7955",796,"HC0","x4","size",0.13159191540256,0.138655589279001
"7956",796,"HC0","x0","power",0.474028318467153,0.500411047901041
"7957",796,"HC0","x1","power",0.711093510108308,0.71374130286015
"7958",796,"HC0","x2","power",0.0136383493758123,0.0173376707887609
"7959",796,"HC0","x3","power",0.0104638056518881,0.0104873653111174
"7960",796,"HC0","x4","power",0.13159191540256,0.138655589279001
"7961",797,"HC0","x0","size",0.40034425971624,0.421009677512362
"7962",797,"HC0","x1","size",0.382391325944549,0.404587581601148
"7963",797,"HC0","x2","size",0.0838303333897966,0.078395851488865
"7964",797,"HC0","x3","size",0.399649657806381,0.45350990144982
"7965",797,"HC0","x4","size",0.662868783792129,0.678105424234115
"7966",797,"HC0","x0","power",0.213601566318388,0.238596755924431
"7967",797,"HC0","x1","power",0.700133848758125,0.71053266276575
"7968",797,"HC0","x2","power",0.199765846971433,0.192702125190068
"7969",797,"HC0","x3","power",0.0865706015030327,0.136687238149127
"7970",797,"HC0","x4","power",0.662868783792129,0.678105424234115
"7971",798,"HC0","x0","size",0.531289336685824,0.539597676411699
"7972",798,"HC0","x1","size",0.271140082500499,0.279421212953917
"7973",798,"HC0","x2","size",0.0903585254507422,0.111036950389784
"7974",798,"HC0","x3","size",0.703863740174585,0.715728062822077
"7975",798,"HC0","x4","size",0.357200003917066,0.366674251764909
"7976",798,"HC0","x0","power",0.36761141198157,0.380870239461704
"7977",798,"HC0","x1","power",0.443110309294138,0.448647467801112
"7978",798,"HC0","x2","power",0.00863648087871629,0.0144307152611461
"7979",798,"HC0","x3","power",0.192990301203062,0.224913761770511
"7980",798,"HC0","x4","power",0.357200003917066,0.366674251764909
"7981",799,"HC0","x0","size",0.520074969681686,0.562678856021513
"7982",799,"HC0","x1","size",0.282309275771571,0.323307427605321
"7983",799,"HC0","x2","size",0.398033693104675,0.417497801336599
"7984",799,"HC0","x3","size",0.0567410347085665,0.0613016862411325
"7985",799,"HC0","x4","size",0.6844900455963,0.692055910562684
"7986",799,"HC0","x0","power",0.288950088769404,0.346556867833331
"7987",799,"HC0","x1","power",0.565393271221786,0.592314465503819
"7988",799,"HC0","x2","power",0.00414224328623381,0.00887176521868676
"7989",799,"HC0","x3","power",0.000196399124858955,0.000271739035528376
"7990",799,"HC0","x4","power",0.6844900455963,0.692055910562684
"7991",800,"HC0","x0","size",0.400198761339262,0.418940461280465
"7992",800,"HC0","x1","size",0.167583961744239,0.193534598940438
"7993",800,"HC0","x2","size",0.0430046322629182,0.0575678088682623
"7994",800,"HC0","x3","size",0.701093066887786,0.713499498241303
"7995",800,"HC0","x4","size",0.090853998666993,0.0927142616243269
"7996",800,"HC0","x0","power",0.23784267361933,0.259906375356845
"7997",800,"HC0","x1","power",0.313444131770361,0.338744496778987
"7998",800,"HC0","x2","power",0.00169308168275323,0.0040007799638221
"7999",800,"HC0","x3","power",0.0827006698423915,0.108749725324751
"8000",800,"HC0","x4","power",0.090853998666993,0.0927142616243269
"8001",801,"HC0","x0","size",0.411457927928164,0.434773590842627
"8002",801,"HC0","x1","size",0.497433193771969,0.523672422464853
"8003",801,"HC0","x2","size",0.491840873200061,0.511198338680111
"8004",801,"HC0","x3","size",0.403586064336747,0.414087720362954
"8005",801,"HC0","x4","size",0.1553497768323,0.160732746525876
"8006",801,"HC0","x0","power",0.598485340545092,0.614870075972011
"8007",801,"HC0","x1","power",0.33896256893791,0.372916690633575
"8008",801,"HC0","x2","power",0.412561731970638,0.434687444627898
"8009",801,"HC0","x3","power",0.0902080101849168,0.102212189288975
"8010",801,"HC0","x4","power",0.1553497768323,0.160732746525876
"8011",802,"HC0","x0","size",0.89933474209349,0.901765695560784
"8012",802,"HC0","x1","size",0.892711686613188,0.896441617439148
"8013",802,"HC0","x2","size",0.573136464702358,0.577398340718759
"8014",802,"HC0","x3","size",0.48458393725586,0.488077716774422
"8015",802,"HC0","x4","size",0.923548674692468,0.92450706157724
"8016",802,"HC0","x0","power",0.858400307213205,0.861932863666073
"8017",802,"HC0","x1","power",0.643343062008345,0.657297442665845
"8018",802,"HC0","x2","power",0.469376950255178,0.475360407749821
"8019",802,"HC0","x3","power",0.035925353586138,0.0390771450334596
"8020",802,"HC0","x4","power",0.923548674692468,0.92450706157724
"8021",803,"HC0","x0","size",0.818559653636413,0.824966640670117
"8022",803,"HC0","x1","size",0.633318040380586,0.64540376351689
"8023",803,"HC0","x2","size",0.466691903168562,0.490732019215263
"8024",803,"HC0","x3","size",0.42432646008314,0.437983148408323
"8025",803,"HC0","x4","size",0.281738518113502,0.286159053155882
"8026",803,"HC0","x0","power",0.84214412019896,0.847644695854228
"8027",803,"HC0","x1","power",0.356999547535433,0.368949331362948
"8028",803,"HC0","x2","power",0.197109184250425,0.226176558621918
"8029",803,"HC0","x3","power",0.00294735383898403,0.00392101266693338
"8030",803,"HC0","x4","power",0.281738518113502,0.286159053155882
"8031",804,"HC0","x0","size",0.485010523854116,0.499187350608644
"8032",804,"HC0","x1","size",0.374032670470183,0.387393271326208
"8033",804,"HC0","x2","size",0.852083367698062,0.856579446712907
"8034",804,"HC0","x3","size",0.0503040965849525,0.0594569101354735
"8035",804,"HC0","x4","size",0.713356529236923,0.722286290420654
"8036",804,"HC0","x0","power",0.836949146421419,0.840960588652614
"8037",804,"HC0","x1","power",0.172513303627675,0.18936955048672
"8038",804,"HC0","x2","power",0.11771256349529,0.139348659622005
"8039",804,"HC0","x3","power",0.656536265173279,0.660408265182264
"8040",804,"HC0","x4","power",0.713356529236923,0.722286290420654
"8041",805,"HC0","x0","size",0.194453104986569,0.195962252570502
"8042",805,"HC0","x1","size",0.107068685697646,0.11908236116911
"8043",805,"HC0","x2","size",0.639065154231033,0.651222661720902
"8044",805,"HC0","x3","size",0.0724906203516455,0.0765079527230876
"8045",805,"HC0","x4","size",0.783034555410885,0.792598823280787
"8046",805,"HC0","x0","power",0.317247149848479,0.316357061519531
"8047",805,"HC0","x1","power",0.0563733366863403,0.067065752168236
"8048",805,"HC0","x2","power",0.136957086019211,0.161505364675008
"8049",805,"HC0","x3","power",0.783131701109311,0.783053917650398
"8050",805,"HC0","x4","power",0.783034555410885,0.792598823280787
"8051",806,"HC0","x0","size",0.00398789210594303,0.00442343182549674
"8052",806,"HC0","x1","size",0.00280537869155791,0.00302273819004094
"8053",806,"HC0","x2","size",0.0437296014844148,0.0456017187146656
"8054",806,"HC0","x3","size",0.610358097142371,0.61201306536393
"8055",806,"HC0","x4","size",0.11984124888971,0.121224701477905
"8056",806,"HC0","x0","power",0.00176782584993848,0.00200540352318304
"8057",806,"HC0","x1","power",0.00743712726652417,0.00784460570076307
"8058",806,"HC0","x2","power",0.00192075352346708,0.00238510585855112
"8059",806,"HC0","x3","power",0.0396020460093395,0.0482148468508497
"8060",806,"HC0","x4","power",0.11984124888971,0.121224701477905
"8061",807,"HC0","x0","size",0.310124535449208,0.319004771584465
"8062",807,"HC0","x1","size",0.260349176249902,0.279605712056321
"8063",807,"HC0","x2","size",0.764005404553043,0.771431836801397
"8064",807,"HC0","x3","size",0.0137064041427612,0.0169727792342897
"8065",807,"HC0","x4","size",0.173519685291923,0.18585545351937
"8066",807,"HC0","x0","power",0.515119865918133,0.520892877826034
"8067",807,"HC0","x1","power",0.134327352897474,0.15212678774647
"8068",807,"HC0","x2","power",0.0471493681650499,0.053916074919858
"8069",807,"HC0","x3","power",0.190406106763154,0.199996392924016
"8070",807,"HC0","x4","power",0.173519685291923,0.18585545351937
"8071",808,"HC0","x0","size",0.287301749214389,0.297579808953241
"8072",808,"HC0","x1","size",0.297944248536508,0.305211867382862
"8073",808,"HC0","x2","size",0.190652764385886,0.206973182477809
"8074",808,"HC0","x3","size",0.206450026934502,0.234087932852843
"8075",808,"HC0","x4","size",0.501229601575128,0.531205105485027
"8076",808,"HC0","x0","power",0.503986718953138,0.512222219972221
"8077",808,"HC0","x1","power",0.13719182494324,0.145071477073066
"8078",808,"HC0","x2","power",0.886230270320092,0.888420524649887
"8079",808,"HC0","x3","power",0.00411201025806332,0.00904498577603549
"8080",808,"HC0","x4","power",0.501229601575128,0.531205105485027
"8081",809,"HC0","x0","size",0.108710644259891,0.121623451853021
"8082",809,"HC0","x1","size",0.111041234200934,0.120581785717231
"8083",809,"HC0","x2","size",0.125109363888664,0.168676133685127
"8084",809,"HC0","x3","size",0.381912189835165,0.387577386270027
"8085",809,"HC0","x4","size",0.920180264263344,0.922282604375449
"8086",809,"HC0","x0","power",0.0506079623465523,0.0604077206301817
"8087",809,"HC0","x1","power",0.274723888507979,0.283520918023995
"8088",809,"HC0","x2","power",0.00483349066336745,0.0139331530169239
"8089",809,"HC0","x3","power",0.0408467847284887,0.0441787143309544
"8090",809,"HC0","x4","power",0.920180264263344,0.922282604375449
"8091",810,"HC0","x0","size",0.526677922403247,0.530730543981836
"8092",810,"HC0","x1","size",0.477133881113493,0.488549977779724
"8093",810,"HC0","x2","size",0.760013883498808,0.762815107575272
"8094",810,"HC0","x3","size",0.833972582598841,0.837991860415015
"8095",810,"HC0","x4","size",0.754784843961179,0.765335416784755
"8096",810,"HC0","x0","power",0.863163047948186,0.863999058525387
"8097",810,"HC0","x1","power",0.222236995567915,0.23864477480209
"8098",810,"HC0","x2","power",0.287847291279799,0.298003035229162
"8099",810,"HC0","x3","power",0.0217359915827377,0.0304790665767323
"8100",810,"HC0","x4","power",0.754784843961179,0.765335416784755
"8101",811,"HC0","x0","size",0.114261632550424,0.141916143103056
"8102",811,"HC0","x1","size",0.125422496794871,0.151054836295929
"8103",811,"HC0","x2","size",0.0739983743420423,0.0892090642569075
"8104",811,"HC0","x3","size",0.811098188417054,0.821666544709049
"8105",811,"HC0","x4","size",0.900857460972492,0.902791718830624
"8106",811,"HC0","x0","power",0.192855771417921,0.221199089744332
"8107",811,"HC0","x1","power",0.0683786308440868,0.0902387416387739
"8108",811,"HC0","x2","power",0.835319960045406,0.83908428174496
"8109",811,"HC0","x3","power",0.0556051799973288,0.0873551290865243
"8110",811,"HC0","x4","power",0.900857460972492,0.902791718830624
"8111",812,"HC0","x0","size",0.937755315802346,0.94254292663097
"8112",812,"HC0","x1","size",0.684162576832207,0.716148908542907
"8113",812,"HC0","x2","size",0.737169967636354,0.751413313393274
"8114",812,"HC0","x3","size",0.238988163475576,0.316261120136129
"8115",812,"HC0","x4","size",0.00321273714423268,0.00984389824017662
"8116",812,"HC0","x0","power",0.712056696468967,0.737543349432511
"8117",812,"HC0","x1","power",0.91117296159575,0.919026121195436
"8118",812,"HC0","x2","power",0.0461089530075875,0.0756383576059622
"8119",812,"HC0","x3","power",0.623729719890628,0.665792945552005
"8120",812,"HC0","x4","power",0.00321273714423268,0.00984389824017662
"8121",813,"HC0","x0","size",0.127177431391744,0.174947073215023
"8122",813,"HC0","x1","size",0.126643490003148,0.17662818932654
"8123",813,"HC0","x2","size",0.111197516736033,0.15220104538052
"8124",813,"HC0","x3","size",0.0373962148307898,0.0528085798059082
"8125",813,"HC0","x4","size",NA,NA
"8126",813,"HC0","x0","power",0.186462822340413,0.238002270426019
"8127",813,"HC0","x1","power",0.0787224510396644,0.122453420152976
"8128",813,"HC0","x2","power",0.572589418924011,0.605516165759854
"8129",813,"HC0","x3","power",0.53280744929142,0.552075588010615
"8130",813,"HC0","x4","power",NA,NA
"8131",814,"HC0","x0","size",0.83209608426289,0.839924494207878
"8132",814,"HC0","x1","size",0.852892401618972,0.857629274289103
"8133",814,"HC0","x2","size",0.829184855609515,0.83115637857503
"8134",814,"HC0","x3","size",0.508215613760116,0.522710613986719
"8135",814,"HC0","x4","size",0.789899101008134,0.794561493765644
"8136",814,"HC0","x0","power",0.922989977501587,0.926326330868435
"8137",814,"HC0","x1","power",0.546081301855478,0.562752237984897
"8138",814,"HC0","x2","power",0.398430540655768,0.406969235487193
"8139",814,"HC0","x3","power",0.0550022913354444,0.0714071869046153
"8140",814,"HC0","x4","power",0.789899101008134,0.794561493765644
"8141",815,"HC0","x0","size",0.664210114590108,0.699174790812406
"8142",815,"HC0","x1","size",0.904877580464884,0.913781825321224
"8143",815,"HC0","x2","size",0.782400995060526,0.799281549065068
"8144",815,"HC0","x3","size",0.741999210642678,0.758537778680339
"8145",815,"HC0","x4","size",0.0486518887558589,0.046376872043958
"8146",815,"HC0","x0","power",0.459351271098654,0.516216958486747
"8147",815,"HC0","x1","power",0.6268872096144,0.666273863834739
"8148",815,"HC0","x2","power",0.0721452546232976,0.117807181250452
"8149",815,"HC0","x3","power",0.0745607391317455,0.121457687270728
"8150",815,"HC0","x4","power",0.0486518887558589,0.046376872043958
"8151",816,"HC0","x0","size",0.597498834358011,0.601342182065906
"8152",816,"HC0","x1","size",0.565098367378059,0.572794712194666
"8153",816,"HC0","x2","size",0.0280120334486469,0.0225342627867716
"8154",816,"HC0","x3","size",0.771792404117712,0.776742766061336
"8155",816,"HC0","x4","size",0.0510234197777395,0.0590485637887042
"8156",816,"HC0","x0","power",0.312529647408117,0.319438326411501
"8157",816,"HC0","x1","power",0.264037162307709,0.2755445734228
"8158",816,"HC0","x2","power",0.464637199064598,0.456262423918677
"8159",816,"HC0","x3","power",0.0819602730873349,0.0966714421544672
"8160",816,"HC0","x4","power",0.0510234197777395,0.0590485637887042
"8161",817,"HC0","x0","size",0.137626203636176,0.177916903157952
"8162",817,"HC0","x1","size",0.0689950298151581,0.112777277727934
"8163",817,"HC0","x2","size",0.321586929403635,0.391931392833827
"8164",817,"HC0","x3","size",0.00798832136451699,0.0110105711064975
"8165",817,"HC0","x4","size",0.332088466534496,0.355156077821281
"8166",817,"HC0","x0","power",0.0647978641780108,0.0985984131302357
"8167",817,"HC0","x1","power",0.1620253904321,0.21511204758331
"8168",817,"HC0","x2","power",0.0210111353518159,0.0651390426478236
"8169",817,"HC0","x3","power",1.93615865740859e-05,6.18312144324856e-05
"8170",817,"HC0","x4","power",0.332088466534496,0.355156077821281
"8171",818,"HC0","x0","size",0.641152326396926,0.657257500362132
"8172",818,"HC0","x1","size",0.557030384592943,0.574308900303819
"8173",818,"HC0","x2","size",0.353759434216661,0.362301510670408
"8174",818,"HC0","x3","size",0.961484775737479,0.961295662658004
"8175",818,"HC0","x4","size",0.681260264260846,0.699847547234027
"8176",818,"HC0","x0","power",0.486350006686427,0.51092102164429
"8177",818,"HC0","x1","power",0.74998735970913,0.758773798454301
"8178",818,"HC0","x2","power",0.059982095534382,0.0777028097284141
"8179",818,"HC0","x3","power",0.0868540046286446,0.0872195620544587
"8180",818,"HC0","x4","power",0.681260264260846,0.699847547234027
"8181",819,"HC0","x0","size",0.274127995024365,0.27849768578974
"8182",819,"HC0","x1","size",0.0785607252800084,0.0778254613114863
"8183",819,"HC0","x2","size",0.53511101343819,0.534907476961433
"8184",819,"HC0","x3","size",0.364175605434091,0.436652378542606
"8185",819,"HC0","x4","size",0.211446482212391,0.229411350934315
"8186",819,"HC0","x0","power",0.570074392942931,0.572027635928229
"8187",819,"HC0","x1","power",0.0273375046258898,0.0273157743473688
"8188",819,"HC0","x2","power",0.0554875806880214,0.0582747635310005
"8189",819,"HC0","x3","power",0.382472541361241,0.453518451287179
"8190",819,"HC0","x4","power",0.211446482212391,0.229411350934315
"8191",820,"HC0","x0","size",0.783980308203239,0.79054925468569
"8192",820,"HC0","x1","size",0.91678481989879,0.918661466365838
"8193",820,"HC0","x2","size",0.426805523455312,0.429402389269644
"8194",820,"HC0","x3","size",0.2467418469849,0.283036721347533
"8195",820,"HC0","x4","size",0.92640518440632,0.930652115701577
"8196",820,"HC0","x0","power",0.546832413982208,0.562132510419763
"8197",820,"HC0","x1","power",0.619001627226897,0.629061474435913
"8198",820,"HC0","x2","power",0.02507195603041,0.0299946074071425
"8199",820,"HC0","x3","power",0.6501394150355,0.66446236811095
"8200",820,"HC0","x4","power",0.92640518440632,0.930652115701577
"8201",821,"HC0","x0","size",0.414827116730555,0.419963638605767
"8202",821,"HC0","x1","size",0.689607700493836,0.691612390604953
"8203",821,"HC0","x2","size",0.822691114816901,0.827251354244485
"8204",821,"HC0","x3","size",0.615687562226372,0.631634112419777
