"","X","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"4036",4036,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x2","size","naive",0.014,0.049,0.095,0
"4037",4037,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x2","size","saddle_V1",0.014,0.051,0.091,0
"4038",4038,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x2","size","saddle_V2",0.008,0.046,0.084,0
"4039",4039,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","power","naive",0.757,0.901,0.941,0
"4040",4040,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","power","saddle_V1",0.732,0.897,0.94,0
"4041",4041,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","power","saddle_V2",0.609,0.841,0.92,0
"4042",4042,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","size","naive",0.019,0.081,0.127,0
"4043",4043,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","size","saddle_V1",0.016,0.072,0.122,0
"4044",4044,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x3","size","saddle_V2",0.008,0.05,0.104,0
"4045",4045,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","power","naive",0.011,0.056,0.11,0
"4046",4046,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","power","saddle_V1",0.01,0.055,0.11,0
"4047",4047,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","power","saddle_V2",0.006,0.052,0.104,0
"4048",4048,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","size","naive",0.011,0.056,0.11,0
"4049",4049,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","size","saddle_V1",0.01,0.055,0.11,0
"4050",4050,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC1","x4","size","saddle_V2",0.006,0.052,0.104,0
"4051",4051,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","power","naive",0.052,0.142,0.249,0
"4052",4052,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","power","saddle_V1",0.052,0.14,0.247,0
"4053",4053,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","power","saddle_V2",0.043,0.126,0.229,0
"4054",4054,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","size","naive",0.01,0.054,0.092,0
"4055",4055,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","size","saddle_V1",0.008,0.054,0.091,0
"4056",4056,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x0","size","saddle_V2",0.007,0.045,0.09,0
"4057",4057,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","power","naive",0.038,0.129,0.196,0
"4058",4058,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","power","saddle_V1",0.037,0.127,0.196,0
"4059",4059,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","power","saddle_V2",0.027,0.113,0.187,0
"4060",4060,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","size","naive",0.011,0.045,0.103,0
"4061",4061,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","size","saddle_V1",0.008,0.042,0.101,0
"4062",4062,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x1","size","saddle_V2",0.007,0.037,0.087,0
"4063",4063,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x2","power","naive",0.93,0.987,0.996,0
"4064",4064,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x2","power","saddle_V1",0.925,0.987,0.996,0
"4065",4065,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x2","power","saddle_V2",0.908,0.984,0.995,0
"4066",4066,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x2","size","naive",0.013,0.049,0.089,0
"4067",4067,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x2","size","saddle_V1",0.012,0.049,0.086,0
"4068",4068,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x2","size","saddle_V2",0.008,0.045,0.084,0
"4069",4069,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x3","power","naive",0.746,0.895,0.939,0
"4070",4070,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x3","power","saddle_V1",0.719,0.892,0.935,0
"4071",4071,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x3","power","saddle_V2",0.583,0.828,0.904,0
"4072",4072,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x3","size","naive",0.017,0.073,0.122,0
"4073",4073,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x3","size","saddle_V1",0.016,0.067,0.117,0
"4074",4074,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x3","size","saddle_V2",0.01,0.047,0.098,0
"4075",4075,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x4","power","naive",0.011,0.055,0.11,0
"4076",4076,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x4","power","saddle_V1",0.011,0.055,0.111,0
"4077",4077,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x4","power","saddle_V2",0.006,0.049,0.103,0
"4078",4078,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x4","size","naive",0.011,0.055,0.11,0
"4079",4079,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x4","size","saddle_V1",0.011,0.055,0.111,0
"4080",4080,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC2","x4","size","saddle_V2",0.006,0.049,0.103,0
"4081",4081,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x0","power","naive",0.052,0.138,0.24,0
"4082",4082,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x0","power","saddle_V1",0.049,0.137,0.237,0
"4083",4083,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x0","power","saddle_V2",0.042,0.121,0.219,0
"4084",4084,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x0","size","naive",0.007,0.052,0.09,0
"4085",4085,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x0","size","saddle_V1",0.007,0.047,0.09,0
"4086",4086,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x0","size","saddle_V2",0.005,0.043,0.084,0
"4087",4087,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x1","power","naive",0.037,0.124,0.193,0
"4088",4088,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x1","power","saddle_V1",0.037,0.121,0.193,0
"4089",4089,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x1","power","saddle_V2",0.024,0.105,0.178,0
"4090",4090,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x1","size","naive",0.008,0.04,0.096,0
"4091",4091,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x1","size","saddle_V1",0.008,0.039,0.096,0
"4092",4092,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x1","size","saddle_V2",0.008,0.036,0.08,0
"4093",4093,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x2","power","naive",0.926,0.987,0.996,0
"4094",4094,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x2","power","saddle_V1",0.924,0.987,0.996,0
"4095",4095,500,"1 1 1 1 0 0","T T T T T F","E3","En","naive saddle",1000,646721793,"HC3","x2","power","saddle_V2",0.903,0.984,0.995,0
