"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3","HC4","HC4m","HC5"
"439",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,384557830,"B3","Power",0.305,0.379,0.343,0.313,0.242,0.36,0.341,0.36
"440",50,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,384557830,"B4","Power",0.046,0.079,0.07,0.065,0.042,0.075,0.072,0.075
"441",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B0","Size",0.535,0.576,0.554,0.552,0.529,0.57,0.56,0.57
"442",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B1","Size",0.057,0.075,0.067,0.065,0.054,0.075,0.072,0.075
"443",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B2","Size",0.049,0.06,0.053,0.052,0.046,0.057,0.055,0.057
"444",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B3","Size",0.047,0.093,0.082,0.077,0.066,0.087,0.083,0.087
"445",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B4","Size",0.059,0.07,0.062,0.059,0.049,0.067,0.065,0.067
"446",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B0","Power",0.693,0.725,0.714,0.706,0.677,0.719,0.717,0.719
"447",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B1","Power",0.071,0.088,0.079,0.078,0.068,0.086,0.084,0.086
"448",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B2","Power",0.476,0.513,0.489,0.481,0.461,0.503,0.495,0.503
"449",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B3","Power",0.589,0.657,0.645,0.616,0.581,0.651,0.642,0.651
"450",100,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,878506075,"B4","Power",0.059,0.07,0.062,0.059,0.049,0.067,0.065,0.067
"451",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B0","Size",0.924,0.921,0.918,0.918,0.913,0.92,0.92,0.92
"452",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B1","Size",0.043,0.05,0.049,0.049,0.045,0.05,0.05,0.05
"453",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B2","Size",0.043,0.051,0.051,0.05,0.048,0.051,0.051,0.051
"454",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B3","Size",0.048,0.074,0.071,0.065,0.057,0.072,0.07,0.072
"455",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B4","Size",0.057,0.061,0.06,0.06,0.059,0.061,0.06,0.061
"456",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B0","Power",0.972,0.978,0.978,0.977,0.975,0.978,0.978,0.978
"457",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B1","Power",0.091,0.099,0.094,0.094,0.088,0.099,0.097,0.099
"458",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B2","Power",0.863,0.862,0.857,0.856,0.848,0.86,0.86,0.86
"459",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B3","Power",0.944,0.956,0.955,0.954,0.946,0.956,0.956,0.956
"460",250,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,934151817,"B4","Power",0.057,0.061,0.06,0.06,0.059,0.061,0.06,0.061
"461",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B0","Size",0.996,0.995,0.995,0.994,0.994,0.995,0.995,0.995
"462",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B1","Size",0.039,0.041,0.039,0.039,0.037,0.041,0.039,0.041
"463",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B2","Size",0.036,0.04,0.04,0.04,0.038,0.04,0.04,0.04
"464",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B3","Size",0.047,0.061,0.059,0.059,0.056,0.059,0.059,0.059
"465",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B4","Size",0.04,0.046,0.043,0.042,0.042,0.046,0.045,0.046
"466",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B0","Power",0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
"467",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B1","Power",0.184,0.202,0.197,0.197,0.193,0.202,0.198,0.202
"468",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B2","Power",0.989,0.987,0.987,0.987,0.986,0.987,0.987,0.987
"469",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B3","Power",0.997,0.999,0.999,0.999,0.999,0.999,0.999,0.999
"470",500,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,431512853,"B4","Power",0.04,0.046,0.043,0.042,0.042,0.046,0.045,0.046
"471",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B0","Size",1,1,1,1,1,1,1,1
"472",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B1","Size",0.048,0.053,0.053,0.053,0.053,0.053,0.053,0.053
"473",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B2","Size",0.041,0.038,0.038,0.038,0.038,0.038,0.038,0.038
"474",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B3","Size",0.062,0.067,0.065,0.064,0.063,0.066,0.065,0.066
"475",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B4","Size",0.053,0.052,0.052,0.052,0.052,0.052,0.052,0.052
"476",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B0","Power",1,1,1,1,1,1,1,1
"477",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B1","Power",0.352,0.357,0.353,0.351,0.345,0.355,0.354,0.355
"478",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B2","Power",1,1,1,1,1,1,1,1
"479",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B3","Power",1,1,1,1,1,1,1,1
"480",1000,"1 1 1 1 0 0","E0","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545427408,"B4","Power",0.053,0.052,0.052,0.052,0.052,0.052,0.052,0.052
"481",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B0","Size",0.073,0.132,0.101,0.087,0.044,0.116,0.101,0.116
"482",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B1","Size",0.061,0.107,0.078,0.075,0.044,0.095,0.083,0.095
"483",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B2","Size",0.05,0.1,0.064,0.062,0.039,0.083,0.066,0.083
"484",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B3","Size",0.074,0.144,0.11,0.091,0.05,0.128,0.106,0.128
"485",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B4","Size",0.06,0.103,0.074,0.063,0.038,0.09,0.083,0.09
"486",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B0","Power",0.092,0.166,0.115,0.109,0.059,0.145,0.118,0.145
"487",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B1","Power",0.079,0.14,0.095,0.084,0.056,0.122,0.105,0.122
"488",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B2","Power",0.11,0.186,0.136,0.124,0.084,0.162,0.142,0.162
"489",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B3","Power",0.158,0.242,0.204,0.163,0.089,0.224,0.192,0.224
"490",25,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,255516422,"B4","Power",0.06,0.103,0.074,0.063,0.038,0.09,0.083,0.09
"491",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B0","Size",0.128,0.165,0.146,0.136,0.114,0.16,0.152,0.16
"492",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B1","Size",0.091,0.118,0.09,0.084,0.064,0.107,0.097,0.107
"493",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B2","Size",0.047,0.075,0.056,0.053,0.039,0.067,0.059,0.067
"494",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B3","Size",0.051,0.102,0.092,0.076,0.058,0.093,0.089,0.093
"495",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B4","Size",0.046,0.062,0.049,0.047,0.035,0.055,0.051,0.055
"496",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B0","Power",0.172,0.209,0.185,0.178,0.145,0.203,0.192,0.203
"497",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B1","Power",0.132,0.161,0.134,0.128,0.103,0.153,0.147,0.153
"498",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B2","Power",0.198,0.243,0.205,0.197,0.167,0.221,0.211,0.221
"499",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B3","Power",0.248,0.323,0.295,0.264,0.195,0.305,0.285,0.305
"500",50,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,493885600,"B4","Power",0.046,0.062,0.049,0.047,0.035,0.055,0.051,0.055
"501",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B0","Size",0.173,0.209,0.193,0.185,0.165,0.204,0.199,0.204
"502",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B1","Size",0.115,0.131,0.123,0.121,0.108,0.129,0.123,0.129
"503",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B2","Size",0.048,0.063,0.055,0.052,0.047,0.059,0.056,0.059
"504",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B3","Size",0.047,0.075,0.072,0.066,0.059,0.073,0.073,0.073
"505",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B4","Size",0.047,0.059,0.051,0.05,0.039,0.057,0.053,0.057
"506",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B0","Power",0.281,0.337,0.316,0.309,0.276,0.329,0.326,0.329
"507",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B1","Power",0.196,0.228,0.212,0.209,0.195,0.225,0.219,0.225
"508",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B2","Power",0.338,0.369,0.347,0.34,0.315,0.363,0.35,0.363
"509",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B3","Power",0.464,0.515,0.494,0.464,0.41,0.504,0.49,0.504
"510",100,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,240397412,"B4","Power",0.047,0.059,0.051,0.05,0.039,0.057,0.053,0.057
"511",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B0","Size",0.365,0.377,0.371,0.369,0.361,0.374,0.373,0.374
"512",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B1","Size",0.249,0.271,0.264,0.256,0.245,0.268,0.266,0.268
"513",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B2","Size",0.051,0.054,0.05,0.048,0.048,0.051,0.051,0.051
"514",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B3","Size",0.055,0.061,0.06,0.057,0.055,0.061,0.06,0.061
"515",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B4","Size",0.055,0.061,0.059,0.058,0.055,0.06,0.06,0.06
"516",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B0","Power",0.573,0.589,0.578,0.576,0.57,0.587,0.58,0.587
"517",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B1","Power",0.48,0.496,0.487,0.483,0.469,0.494,0.489,0.494
"518",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B2","Power",0.661,0.683,0.678,0.676,0.663,0.68,0.679,0.68
"519",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B3","Power",0.837,0.875,0.869,0.863,0.846,0.87,0.869,0.87
"520",250,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,571891625,"B4","Power",0.055,0.061,0.059,0.058,0.055,0.06,0.06,0.06
"521",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B0","Size",0.653,0.676,0.673,0.671,0.667,0.675,0.673,0.675
"522",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B1","Size",0.413,0.432,0.426,0.424,0.417,0.431,0.428,0.431
"523",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B2","Size",0.049,0.052,0.051,0.05,0.05,0.051,0.051,0.051
"524",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B3","Size",0.054,0.06,0.058,0.057,0.055,0.059,0.057,0.059
"525",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B4","Size",0.047,0.048,0.047,0.046,0.043,0.048,0.047,0.048
"526",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B0","Power",0.865,0.867,0.866,0.866,0.865,0.866,0.866,0.866
"527",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B1","Power",0.757,0.756,0.755,0.754,0.749,0.756,0.755,0.756
"528",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B2","Power",0.934,0.933,0.932,0.932,0.932,0.933,0.933,0.933
"529",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B3","Power",0.985,0.991,0.991,0.99,0.989,0.991,0.991,0.991
"530",500,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,103015799,"B4","Power",0.047,0.048,0.047,0.046,0.043,0.048,0.047,0.048
"531",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B0","Size",0.908,0.907,0.907,0.907,0.907,0.907,0.907,0.907
"532",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B1","Size",0.699,0.705,0.703,0.703,0.703,0.705,0.705,0.705
"533",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B2","Size",0.056,0.057,0.056,0.056,0.055,0.057,0.057,0.057
"534",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B3","Size",0.055,0.062,0.062,0.061,0.061,0.062,0.062,0.062
"535",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B4","Size",0.05,0.048,0.047,0.046,0.046,0.048,0.047,0.048
"536",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B0","Power",0.989,0.991,0.991,0.991,0.99,0.991,0.991,0.991
"537",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B1","Power",0.955,0.953,0.953,0.953,0.952,0.953,0.953,0.953
"538",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B2","Power",0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
"539",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B3","Power",1,1,1,1,1,1,1,1
"540",1000,"1 1 1 1 0 0","E1","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,674899386,"B4","Power",0.05,0.048,0.047,0.046,0.046,0.048,0.047,0.048
"541",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B0","Size",0.111,0.186,0.143,0.124,0.067,0.162,0.145,0.162
"542",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B1","Size",0.063,0.108,0.075,0.064,0.025,0.092,0.079,0.092
"543",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B2","Size",0.059,0.097,0.062,0.059,0.032,0.082,0.07,0.082
"544",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B3","Size",0.138,0.192,0.148,0.121,0.067,0.163,0.138,0.163
"545",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B4","Size",0.038,0.103,0.064,0.062,0.032,0.085,0.073,0.085
"546",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B0","Power",0.129,0.213,0.159,0.145,0.089,0.187,0.166,0.187
"547",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B1","Power",0.055,0.111,0.073,0.056,0.029,0.095,0.076,0.095
"548",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B2","Power",0.078,0.144,0.097,0.087,0.049,0.122,0.104,0.122
"549",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B3","Power",0.247,0.335,0.273,0.225,0.127,0.293,0.26,0.293
"550",25,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,307340012,"B4","Power",0.038,0.103,0.064,0.062,0.032,0.085,0.073,0.085
"551",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B0","Size",0.168,0.205,0.182,0.174,0.138,0.195,0.185,0.195
"552",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B1","Size",0.053,0.078,0.063,0.059,0.034,0.07,0.066,0.07
"553",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B2","Size",0.041,0.059,0.044,0.04,0.032,0.051,0.047,0.051
"554",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B3","Size",0.217,0.209,0.183,0.151,0.1,0.191,0.174,0.191
"555",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B4","Size",0.048,0.074,0.064,0.059,0.042,0.071,0.068,0.071
"556",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B0","Power",0.205,0.247,0.22,0.212,0.174,0.237,0.221,0.237
"557",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B1","Power",0.058,0.088,0.07,0.065,0.046,0.078,0.072,0.078
"558",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B2","Power",0.109,0.156,0.134,0.128,0.094,0.145,0.137,0.145
"559",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B3","Power",0.449,0.497,0.46,0.403,0.31,0.473,0.448,0.473
"560",50,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,92825718,"B4","Power",0.048,0.074,0.064,0.059,0.042,0.071,0.068,0.071
"561",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,474394994,"B0","Size",0.31,0.345,0.329,0.322,0.301,0.344,0.334,0.344
"562",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,474394994,"B1","Size",0.069,0.074,0.064,0.063,0.053,0.07,0.065,0.07
"563",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,474394994,"B2","Size",0.052,0.067,0.059,0.058,0.048,0.065,0.062,0.065
"564",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,474394994,"B3","Size",0.35,0.317,0.301,0.274,0.224,0.305,0.295,0.305
"565",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,474394994,"B4","Size",0.05,0.059,0.056,0.054,0.046,0.057,0.057,0.057
"566",100,"1 1 1 1 0 0","E2","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,474394994,"B0","Power",0.397,0.423,0.409,0.395,0.366,0.417,0.413,0.417
