"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3"
"831",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B0","Size",0.046,0.057,0.056,0.056,0.056
"832",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B1","Size",0.157,0.18,0.18,0.18,0.178
"833",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B2","Size",0.998,0.999,0.999,0.999,0.999
"834",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B3","Size",0.048,0.053,0.053,0.053,0.052
"835",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B4","Size",0.053,0.053,0.053,0.053,0.053
"836",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B0","Power",0.107,0.12,0.118,0.118,0.118
"837",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B1","Power",0.588,0.604,0.602,0.601,0.6
"838",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B2","Power",1,1,1,1,1
"839",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B3","Power",1,1,1,1,1
"840",1000,"1 1 1 1 0 0","E6","T T T T T F","Ech","HOM HC0 HC1 HC2 HC3",1000,330199945,"B4","Power",0.053,0.053,0.053,0.053,0.053
"841",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B0","Size",0.061,0.115,0.081,0.071,0.041
"842",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B1","Size",0.063,0.12,0.078,0.07,0.044
"843",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B2","Size",0.061,0.103,0.073,0.068,0.04
"844",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B3","Size",0.04,0.121,0.089,0.067,0.032
"845",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B4","Size",0.042,0.102,0.069,0.059,0.035
"846",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B0","Power",0.083,0.147,0.11,0.1,0.057
"847",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B1","Power",0.098,0.175,0.137,0.126,0.067
"848",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B2","Power",0.553,0.663,0.591,0.571,0.45
"849",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B3","Power",0.653,0.754,0.717,0.681,0.526
"850",25,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,542382491,"B4","Power",0.042,0.102,0.069,0.059,0.035
"851",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B0","Size",0.046,0.075,0.06,0.056,0.043
"852",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B1","Size",0.059,0.077,0.056,0.055,0.037
"853",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B2","Size",0.057,0.071,0.061,0.058,0.042
"854",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B3","Size",0.064,0.098,0.079,0.065,0.046
"855",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B4","Size",0.051,0.067,0.055,0.051,0.039
"856",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B0","Power",0.102,0.135,0.115,0.104,0.083
"857",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B1","Power",0.136,0.187,0.167,0.156,0.122
"858",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B2","Power",0.843,0.861,0.846,0.84,0.808
"859",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B3","Power",0.904,0.927,0.916,0.906,0.871
"860",50,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,554250280,"B4","Power",0.051,0.067,0.055,0.051,0.039
"861",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B0","Size",0.051,0.06,0.057,0.057,0.049
"862",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B1","Size",0.054,0.061,0.057,0.053,0.046
"863",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B2","Size",0.048,0.06,0.054,0.053,0.048
"864",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B3","Size",0.047,0.076,0.067,0.06,0.048
"865",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B4","Size",0.05,0.057,0.052,0.05,0.046
"866",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B0","Power",0.159,0.2,0.186,0.18,0.159
"867",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B1","Power",0.223,0.263,0.25,0.243,0.214
"868",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B2","Power",0.99,0.99,0.989,0.988,0.987
"869",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B3","Power",0.996,0.993,0.993,0.991,0.988
"870",100,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,562029125,"B4","Power",0.05,0.057,0.052,0.05,0.046
"871",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B0","Size",0.059,0.065,0.062,0.061,0.053
"872",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B1","Size",0.057,0.062,0.061,0.057,0.053
"873",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B2","Size",0.041,0.05,0.048,0.046,0.045
"874",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B3","Size",0.05,0.053,0.051,0.048,0.044
"875",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B4","Size",0.046,0.052,0.05,0.05,0.048
"876",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B0","Power",0.365,0.387,0.38,0.38,0.37
"877",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B1","Power",0.45,0.466,0.459,0.457,0.448
"878",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B2","Power",1,1,1,1,1
"879",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B3","Power",1,1,1,1,1
"880",250,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,1061539368,"B4","Power",0.046,0.052,0.05,0.05,0.048
"881",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B0","Size",0.064,0.065,0.064,0.063,0.063
"882",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B1","Size",0.056,0.056,0.056,0.055,0.052
"883",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B2","Size",0.039,0.036,0.036,0.035,0.035
"884",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B3","Size",0.053,0.055,0.054,0.05,0.05
"885",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B4","Size",0.051,0.054,0.053,0.053,0.052
"886",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B0","Power",0.63,0.631,0.627,0.626,0.621
"887",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B1","Power",0.759,0.763,0.762,0.759,0.754
"888",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B2","Power",1,1,1,1,1
"889",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B3","Power",1,1,1,1,1
"890",500,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,306827790,"B4","Power",0.051,0.054,0.053,0.053,0.052
"891",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B0","Size",0.056,0.064,0.064,0.064,0.063
"892",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B1","Size",0.059,0.065,0.064,0.063,0.062
"893",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B2","Size",0.059,0.06,0.06,0.06,0.06
"894",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B3","Size",0.052,0.049,0.048,0.047,0.044
"895",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B4","Size",0.053,0.051,0.051,0.051,0.051
"896",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B0","Power",0.882,0.884,0.883,0.883,0.882
"897",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B1","Power",0.959,0.959,0.957,0.957,0.956
"898",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B2","Power",1,1,1,1,1
"899",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B3","Power",1,1,1,1,1
"900",1000,"1 1 1 1 0 0","E0","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,716118656,"B4","Power",0.053,0.051,0.051,0.051,0.051
"901",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B0","Size",0.046,0.094,0.057,0.05,0.029
"902",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B1","Size",0.048,0.089,0.064,0.053,0.029
"903",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B2","Size",0.035,0.09,0.058,0.051,0.02
"904",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B3","Size",0.06,0.128,0.094,0.078,0.043
"905",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B4","Size",0.048,0.084,0.053,0.046,0.023
"906",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B0","Power",0.064,0.114,0.081,0.075,0.051
"907",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B1","Power",0.07,0.134,0.095,0.083,0.036
"908",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B2","Power",0.392,0.514,0.436,0.419,0.304
"909",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B3","Power",0.52,0.69,0.625,0.569,0.418
"910",25,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,524927280,"B4","Power",0.048,0.084,0.053,0.046,0.023
"911",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B0","Size",0.038,0.066,0.051,0.046,0.035
"912",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B1","Size",0.045,0.071,0.058,0.052,0.034
"913",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B2","Size",0.039,0.063,0.054,0.05,0.034
"914",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B3","Size",0.056,0.091,0.078,0.064,0.036
"915",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B4","Size",0.049,0.063,0.054,0.049,0.037
"916",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B0","Power",0.067,0.115,0.095,0.089,0.07
"917",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B1","Power",0.094,0.127,0.111,0.103,0.084
"918",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B2","Power",0.698,0.76,0.729,0.712,0.667
"919",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B3","Power",0.82,0.865,0.849,0.824,0.761
"920",50,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,75064902,"B4","Power",0.049,0.063,0.054,0.049,0.037
"921",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B0","Size",0.05,0.06,0.055,0.055,0.048
"922",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B1","Size",0.059,0.071,0.062,0.06,0.052
"923",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B2","Size",0.055,0.072,0.064,0.062,0.056
"924",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B3","Size",0.053,0.074,0.062,0.053,0.043
"925",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B4","Size",0.046,0.062,0.057,0.054,0.045
"926",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B0","Power",0.129,0.158,0.151,0.148,0.131
"927",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B1","Power",0.155,0.183,0.173,0.171,0.151
"928",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B2","Power",0.95,0.956,0.952,0.951,0.946
"929",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B3","Power",0.977,0.974,0.972,0.968,0.958
"930",100,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,107272654,"B4","Power",0.046,0.062,0.057,0.054,0.045
"931",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B0","Size",0.048,0.048,0.047,0.046,0.044
"932",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B1","Size",0.054,0.061,0.057,0.057,0.055
"933",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B2","Size",0.052,0.05,0.048,0.047,0.047
"934",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B3","Size",0.047,0.057,0.056,0.05,0.047
"935",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B4","Size",0.05,0.056,0.053,0.051,0.049
"936",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B0","Power",0.254,0.281,0.277,0.271,0.266
"937",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B1","Power",0.345,0.352,0.348,0.345,0.333
"938",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B2","Power",1,1,1,1,1
"939",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B3","Power",1,1,1,1,1
"940",250,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,926009058,"B4","Power",0.05,0.056,0.053,0.051,0.049
"941",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B0","Size",0.042,0.046,0.046,0.046,0.045
"942",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B1","Size",0.046,0.048,0.048,0.047,0.047
"943",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B2","Size",0.04,0.042,0.042,0.042,0.042
"944",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B3","Size",0.047,0.056,0.056,0.056,0.052
"945",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B4","Size",0.062,0.066,0.063,0.062,0.06
"946",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B0","Power",0.484,0.498,0.494,0.492,0.487
"947",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B1","Power",0.582,0.577,0.572,0.57,0.566
"948",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B2","Power",1,1,1,1,1
"949",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B3","Power",1,1,1,1,1
"950",500,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,92043796,"B4","Power",0.062,0.066,0.063,0.062,0.06
"951",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B0","Size",0.043,0.05,0.05,0.05,0.048
"952",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B1","Size",0.046,0.047,0.047,0.045,0.044
"953",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B2","Size",0.051,0.057,0.055,0.055,0.054
"954",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B3","Size",0.04,0.047,0.047,0.045,0.043
"955",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B4","Size",0.047,0.044,0.044,0.044,0.044
"956",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B0","Power",0.746,0.757,0.754,0.753,0.751
"957",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B1","Power",0.846,0.847,0.845,0.843,0.84
"958",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B2","Power",1,1,1,1,1
"959",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B3","Power",1,1,1,1,1
"960",1000,"1 1 1 1 0 0","E1","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,148938166,"B4","Power",0.047,0.044,0.044,0.044,0.044
"961",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B0","Size",0.046,0.096,0.061,0.052,0.023
"962",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B1","Size",0.048,0.095,0.061,0.05,0.025
"963",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B2","Size",0.049,0.096,0.064,0.054,0.031
"964",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B3","Size",0.08,0.16,0.118,0.091,0.049
"965",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B4","Size",0.057,0.093,0.072,0.068,0.041
"966",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B0","Power",0.051,0.1,0.07,0.063,0.036
"967",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B1","Power",0.065,0.106,0.076,0.062,0.034
"968",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B2","Power",0.221,0.329,0.272,0.251,0.179
"969",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B3","Power",0.296,0.425,0.366,0.306,0.191
"970",25,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,837983840,"B4","Power",0.057,0.093,0.072,0.068,0.041
"971",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B0","Size",0.055,0.076,0.063,0.056,0.039
"972",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B1","Size",0.063,0.081,0.067,0.061,0.04
"973",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B2","Size",0.056,0.079,0.055,0.05,0.038
"974",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B3","Size",0.1,0.123,0.106,0.093,0.057
"975",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B4","Size",0.054,0.081,0.072,0.071,0.051
"976",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B0","Power",0.078,0.106,0.082,0.077,0.056
"977",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B1","Power",0.085,0.114,0.097,0.091,0.065
"978",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B2","Power",0.419,0.483,0.453,0.438,0.392
"979",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B3","Power",0.556,0.6,0.569,0.532,0.443
"980",50,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,301477944,"B4","Power",0.054,0.081,0.072,0.071,0.051
"981",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B0","Size",0.047,0.066,0.054,0.052,0.043
"982",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B1","Size",0.056,0.069,0.058,0.051,0.04
"983",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B2","Size",0.051,0.078,0.069,0.061,0.047
"984",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B3","Size",0.118,0.098,0.091,0.08,0.059
"985",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B4","Size",0.035,0.044,0.041,0.039,0.033
"986",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B0","Power",0.078,0.089,0.083,0.082,0.07
"987",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B1","Power",0.124,0.132,0.123,0.118,0.101
"988",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B2","Power",0.722,0.742,0.732,0.73,0.706
"989",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B3","Power",0.809,0.777,0.77,0.746,0.701
"990",100,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,204435129,"B4","Power",0.035,0.044,0.041,0.039,0.033
"991",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,968516540,"B0","Size",0.056,0.058,0.056,0.056,0.053
"992",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,968516540,"B1","Size",0.062,0.064,0.064,0.064,0.061
"993",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,968516540,"B2","Size",0.059,0.063,0.058,0.057,0.052
"994",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,968516540,"B3","Size",0.124,0.077,0.074,0.068,0.062
"995",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,968516540,"B4","Size",0.039,0.039,0.036,0.035,0.032
"996",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,968516540,"B0","Power",0.142,0.157,0.154,0.15,0.143
"997",250,"1 1 1 1 0 0","E2","T T T T T F","Et","HOM HC0 HC1 HC2 HC3",1000,968516540,"B1","Power",0.202,0.197,0.192,0.19,0.177
